Number,H0 Cycles,H1 Cycles,H Cycles,Cycles,H0S0,H0S1,H0S2,H1S0,H1S1,H1S2,HS0,HS1,HS2
432,10583,7241,17824,35648,191,67,19,186,79,13,364,161,32
433,8912,7241,19495,35648,189,73,16,182,79,13,367,155,35
434,5570,10583,17824,33977,180,85,10,193,67,19,364,161,32
435,6127,5013,20609,31749,185,83,11,183,87,9,369,151,37
436,5570,7241,20052,32863,184,85,10,185,79,13,368,153,36
437,6684,5013,17267,28964,184,81,12,183,87,9,363,163,31
438,5570,9469,21723,36762,182,85,10,190,71,17,371,147,39
439,7798,5570,20052,33420,187,77,14,180,85,10,368,153,36
440,7241,8355,17267,32863,186,79,13,189,75,15,363,163,31
441,8912,5013,20609,34534,186,73,16,183,87,9,369,151,37
442,4456,6127,16153,26736,182,89,8,185,83,11,361,167,29
443,7798,12811,20609,41218,185,77,14,197,59,23,369,151,37
444,7798,5570,12811,26179,184,77,14,177,85,10,355,179,23
445,10026,7241,17267,34534,191,69,18,182,79,13,363,163,31
446,8912,4456,17267,30635,169,73,16,181,89,8,363,163,31
447,5013,5570,15039,25622,182,87,9,184,85,10,359,171,27
448,7241,6684,21723,35648,186,79,13,184,81,12,371,147,39
449,7241,5570,18938,31749,184,79,13,182,85,10,366,157,34
450,3899,8912,12811,25622,176,91,7,190,73,16,355,179,23
451,5570,10026,18938,34534,184,85,10,189,69,18,366,157,34
452,7798,6684,16153,30635,188,77,14,182,81,12,361,167,29
453,6684,7798,16710,31192,186,81,12,185,77,14,362,165,30
454,7241,6127,17824,31192,186,79,13,185,83,11,364,161,32
455,10583,3342,15596,29521,183,67,19,180,93,6,360,169,28
456,9469,6684,18938,35091,191,71,17,186,81,12,366,157,34
457,5570,8355,17824,31749,184,85,10,189,75,15,364,161,32
458,8912,6684,20052,35648,188,73,16,186,81,12,368,153,36
459,8912,8912,16710,34534,190,73,16,186,73,16,362,165,30
460,5570,9469,17267,32306,182,85,10,190,71,17,363,163,31
461,6127,5013,17267,28407,185,83,11,180,87,9,363,163,31
462,7798,9469,12254,29521,186,77,14,190,71,17,354,181,22
463,7798,6127,21166,35091,184,77,14,183,83,11,370,149,38
464,11140,5570,17267,33977,194,65,20,184,85,10,363,163,31
465,6684,7241,17824,31749,183,81,12,187,79,13,364,161,32
466,7241,7241,13368,27850,183,79,13,183,79,13,356,177,24
467,9469,7798,19495,36762,190,71,17,185,77,14,367,155,35
468,8912,6127,20609,35648,181,73,16,180,83,11,369,151,37
469,3342,7798,17824,28964,180,93,6,188,77,14,364,161,32
470,8355,7241,15596,31192,189,75,15,186,79,13,360,169,28
471,8355,6127,15596,30078,188,75,15,182,83,11,360,169,28
472,8912,6684,16710,32306,188,73,16,185,81,12,362,165,30
473,5570,6684,20052,32306,183,85,10,183,81,12,368,153,36
474,8912,7241,18938,35091,188,73,16,183,79,13,366,157,34
475,7241,8355,17824,33420,187,79,13,187,75,15,364,161,32
476,5013,7241,16710,28964,183,87,9,186,79,13,362,165,30
477,5013,7241,18381,30635,183,87,9,184,79,13,365,159,33
478,8355,5570,20609,34534,189,75,15,184,85,10,369,151,37
479,5013,8912,18938,32863,182,87,9,182,73,16,366,157,34
480,6684,6684,18381,31749,181,81,12,184,81,12,365,159,33
481,3342,5570,17824,26736,179,93,6,184,85,10,364,161,32
482,5013,7241,17824,30078,182,87,9,184,79,13,364,161,32
483,6684,8355,17267,32306,177,81,12,188,75,15,363,163,31
484,6684,6127,18938,31749,184,81,12,185,83,11,366,157,34
485,6127,5013,18938,30078,181,83,11,181,87,9,366,157,34
486,6127,8912,17824,32863,182,83,11,190,73,16,364,161,32
487,8355,9469,14482,32306,188,75,15,191,71,17,358,173,26
488,5570,6684,20052,32306,183,85,10,186,81,12,368,153,36
489,5570,8355,18938,32863,183,85,10,189,75,15,366,157,34
490,8912,7798,16710,33420,188,73,16,188,77,14,362,165,30
491,7241,3899,18938,30078,182,79,13,181,91,7,366,157,34
492,7241,5570,20609,33420,186,79,13,184,85,10,369,151,37
493,7798,5013,16153,28964,186,77,14,183,87,9,361,167,29
494,8912,6127,17267,32306,187,73,16,184,83,11,363,163,31
495,7241,7241,19495,33977,186,79,13,186,79,13,367,155,35
496,5570,4456,18381,28407,181,85,10,170,89,8,365,159,33
497,3899,6684,19495,30078,180,91,7,186,81,12,367,155,35
498,5013,11140,16153,32306,183,87,9,193,65,20,361,167,29
499,10583,8912,18381,37876,191,67,19,189,73,16,365,159,33
500,7241,7241,16153,30635,187,79,13,185,79,13,361,167,29
501,8912,8355,20609,37876,185,73,16,188,75,15,369,151,37
502,8355,8355,16153,32863,189,75,15,188,75,15,361,167,29
503,8355,6684,20052,35091,189,75,15,184,81,12,368,153,36
504,7241,6684,16710,30635,184,79,13,185,81,12,362,165,30
505,5013,10026,18381,33420,181,87,9,189,69,18,365,159,33
506,8355,5570,17824,31749,185,75,15,184,85,10,364,161,32
507,6127,9469,20609,36205,184,83,11,188,71,17,369,151,37
508,7241,8355,18938,34534,186,79,13,184,75,15,366,157,34
509,7241,10583,15596,33420,184,79,13,192,67,19,360,169,28
510,5013,6127,20052,31192,183,87,9,185,83,11,368,153,36
511,6127,6127,20052,32306,184,83,11,180,83,11,368,153,36
512,6127,8912,23951,38990,184,83,11,190,73,16,375,139,43
513,4456,8355,18938,31749,179,89,8,189,75,15,366,157,34
514,10026,9469,17824,37319,189,69,18,190,71,17,364,161,32
515,6684,8912,17267,32863,184,81,12,190,73,16,363,163,31
516,4456,7241,16710,28407,182,89,8,181,79,13,362,165,30
517,9469,7241,15039,31749,189,71,17,186,79,13,359,171,27
518,10583,8355,18938,37876,193,67,19,188,75,15,366,157,34
519,6684,6684,17267,30635,186,81,12,183,81,12,363,163,31
520,7241,6684,17824,31749,184,79,13,185,81,12,364,161,32
521,8355,8912,20052,37319,189,75,15,189,73,16,368,153,36
522,7798,3899,18381,30078,183,77,14,181,91,7,365,159,33
523,6127,7798,20052,33977,182,83,11,186,77,14,368,153,36
524,5570,9469,15039,30078,184,85,10,172,71,17,359,171,27
525,9469,5013,18381,32863,189,71,17,183,87,9,365,159,33
526,12254,7798,20052,40104,191,61,22,188,77,14,368,153,36
527,6127,3899,16153,26179,179,83,11,181,91,7,361,167,29
528,6127,6684,15596,28407,184,83,11,175,81,12,360,169,28
529,9469,3342,20609,33420,191,71,17,180,93,6,369,151,37
530,5570,4456,21166,31192,183,85,10,182,89,8,370,149,38
531,6684,3899,17824,28407,184,81,12,175,91,7,364,161,32
532,7798,6684,17824,32306,188,77,14,184,81,12,364,161,32
533,10026,8912,18381,37319,186,69,18,190,73,16,365,159,33
534,6684,8355,17824,32863,182,81,12,188,75,15,364,161,32
535,5013,7798,13368,26179,182,87,9,185,77,14,356,177,24
536,6684,8912,17267,32863,186,81,12,190,73,16,363,163,31
537,4456,7798,14482,26736,182,89,8,187,77,14,358,173,26
538,6127,6127,20052,32306,182,83,11,183,83,11,368,153,36
539,7798,7241,20609,35648,179,77,14,187,79,13,369,151,37
540,7798,3342,17824,28964,187,77,14,180,93,6,364,161,32
541,8912,5570,17267,31749,189,73,16,181,85,10,363,163,31
542,8355,10026,19495,37876,187,75,15,188,69,18,367,155,35
543,6127,10026,17824,33977,183,83,11,190,69,18,364,161,32
544,8912,8912,15596,33420,190,73,16,177,73,16,360,169,28
545,8912,9469,13368,31749,188,73,16,190,71,17,356,177,24
546,8355,8355,13925,30635,189,75,15,186,75,15,357,175,25
547,7798,8355,17267,33420,188,77,14,189,75,15,363,163,31
548,6127,7798,13925,27850,179,83,11,185,77,14,357,175,25
549,7798,7241,20609,35648,186,77,14,179,79,13,369,151,37
550,8355,5570,20052,33977,185,75,15,184,85,10,368,153,36
551,6684,8355,19495,34534,186,81,12,188,75,15,367,155,35
552,8912,6684,20052,35648,190,73,16,186,81,12,368,153,36
553,5570,4456,16710,26736,183,85,10,181,89,8,362,165,30
554,5013,6684,17267,28964,182,87,9,183,81,12,363,163,31
555,9469,3342,17824,30635,188,71,17,180,93,6,364,161,32
556,8355,10583,15039,33977,178,75,15,189,67,19,359,171,27
557,7798,6127,23394,37319,184,77,14,180,83,11,374,141,42
558,7798,7241,20609,35648,186,77,14,187,79,13,369,151,37
559,6684,8355,20609,35648,186,81,12,189,75,15,369,151,37
560,6684,7241,17824,31749,186,81,12,187,79,13,364,161,32
561,9469,10583,15596,35648,188,71,17,192,67,19,360,169,28
562,7798,8912,20052,36762,188,77,14,189,73,16,368,153,36
563,6127,5570,18381,30078,184,83,11,178,85,10,365,159,33
564,7798,8355,17824,33977,188,77,14,187,75,15,364,161,32
565,10026,6684,20609,37319,178,69,18,183,81,12,369,151,37
566,6684,6684,16153,29521,180,81,12,183,81,12,361,167,29
567,7241,7241,21166,35648,186,79,13,187,79,13,370,149,38
568,7241,6684,17824,31749,187,79,13,186,81,12,364,161,32
569,6127,7798,20052,33977,185,83,11,188,77,14,368,153,36
570,7241,4456,18938,30635,176,79,13,182,89,8,366,157,34
571,6684,5570,17824,30078,183,81,12,183,85,10,364,161,32
572,8912,6684,20609,36205,189,73,16,186,81,12,369,151,37
573,7798,7241,20052,35091,186,77,14,187,79,13,368,153,36
574,8912,10583,20609,40104,188,73,16,188,67,19,369,151,37
575,6127,10583,17267,33977,184,83,11,189,67,19,363,163,31
576,9469,6127,14482,30078,189,71,17,184,83,11,358,173,26
577,5013,5013,20609,30635,183,87,9,183,87,9,369,151,37
578,5013,8912,22837,36762,182,87,9,188,73,16,373,143,41
579,7798,9469,17824,35091,187,77,14,190,71,17,364,161,32
580,8355,8912,17824,35091,189,75,15,188,73,16,364,161,32
581,6684,4456,19495,30635,185,81,12,182,89,8,367,155,35
582,5570,5570,20052,31192,184,85,10,184,85,10,368,153,36
583,8912,12254,18381,39547,187,73,16,195,61,22,365,159,33
584,7798,6684,15039,29521,185,77,14,186,81,12,359,171,27
585,7241,3342,22280,32863,183,79,13,178,93,6,372,145,40
586,7241,7798,16710,31749,186,79,13,183,77,14,362,165,30
587,7798,6684,18938,33420,168,77,14,186,81,12,366,157,34
588,7798,5570,17824,31192,186,77,14,184,85,10,364,161,32
589,7241,8355,21166,36762,187,79,13,189,75,15,370,149,38
590,6684,8355,22280,37319,185,81,12,189,75,15,372,145,40
591,5013,7798,17267,30078,176,87,9,188,77,14,363,163,31
592,8912,9469,20609,38990,188,73,16,185,71,17,369,151,37
593,6127,7798,14482,28407,185,83,11,188,77,14,358,173,26
594,4456,4456,20609,29521,181,89,8,179,89,8,369,151,37
595,7798,8355,18381,34534,185,77,14,188,75,15,365,159,33
596,5570,9469,16153,31192,182,85,10,189,71,17,361,167,29
597,7798,5570,19495,32863,184,77,14,184,85,10,367,155,35
598,3342,7241,20609,31192,180,93,6,183,79,13,369,151,37
599,7241,9469,18381,35091,187,79,13,190,71,17,365,159,33
600,8355,8912,15039,32306,188,75,15,188,73,16,359,171,27
601,5570,7241,17267,30078,181,85,10,186,79,13,363,163,31
602,6684,6684,18381,31749,184,81,12,186,81,12,365,159,33
603,6684,7241,17824,31749,183,81,12,187,79,13,364,161,32
604,7241,8912,16710,32863,186,79,13,188,73,16,362,165,30
605,7798,6127,19495,33420,188,77,14,185,83,11,367,155,35
606,7798,7241,17824,32863,185,77,14,185,79,13,364,161,32
607,4456,6127,17824,28407,182,89,8,183,83,11,364,161,32
608,9469,6684,18381,34534,187,71,17,186,81,12,365,159,33
609,6127,7798,19495,33420,184,83,11,187,77,14,367,155,35
610,8355,7798,16710,32863,189,75,15,187,77,14,362,165,30
611,9469,8912,15039,33420,187,71,17,190,73,16,359,171,27
612,6127,7798,16710,30635,185,83,11,182,77,14,362,165,30
613,8355,8912,19495,36762,189,75,15,187,73,16,367,155,35
614,7798,5570,21166,34534,185,77,14,184,85,10,370,149,38
615,7241,7241,17267,31749,187,79,13,187,79,13,363,163,31
616,3899,6127,17824,27850,179,91,7,184,83,11,364,161,32
617,7241,9469,16710,33420,186,79,13,189,71,17,362,165,30
618,4456,8355,22280,35091,180,89,8,185,75,15,372,145,40
619,6684,9469,19495,35648,180,81,12,184,71,17,367,155,35
620,10026,7798,17267,35091,190,69,18,182,77,14,363,163,31
621,10583,8912,20052,39547,193,67,19,178,73,16,368,153,36
622,6684,6684,16710,30078,185,81,12,182,81,12,362,165,30
623,5013,6684,19495,31192,180,87,9,182,81,12,367,155,35
624,6684,7241,16153,30078,184,81,12,186,79,13,361,167,29
625,6127,8355,19495,33977,183,83,11,186,75,15,367,155,35
626,7241,6684,18381,32306,183,79,13,178,81,12,365,159,33
627,8912,7798,22280,38990,186,73,16,188,77,14,372,145,40
628,8355,6127,18381,32863,185,75,15,184,83,11,365,159,33
629,6684,5570,18938,31192,186,81,12,181,85,10,366,157,34
630,6127,8912,18381,33420,183,83,11,190,73,16,365,159,33
631,7241,8912,21166,37319,175,79,13,190,73,16,370,149,38
632,8912,7798,21723,38433,190,73,16,187,77,14,371,147,39
633,11140,5570,13368,30078,193,65,20,181,85,10,356,177,24
634,5570,7241,12811,25622,184,85,10,187,79,13,355,179,23
635,7798,8912,18938,35648,185,77,14,187,73,16,366,157,34
636,6127,5013,21166,32306,184,83,11,176,87,9,370,149,38
637,7798,5570,18381,31749,188,77,14,182,85,10,365,159,33
638,4456,7798,18381,30635,176,89,8,185,77,14,365,159,33
639,5570,1671,16153,23394,181,85,10,177,99,3,361,167,29
640,6684,8355,18381,33420,179,81,12,180,75,15,365,159,33
641,8355,8912,17824,35091,185,75,15,187,73,16,364,161,32
642,7798,7241,15039,30078,187,77,14,187,79,13,359,171,27
643,8912,6127,17267,32306,189,73,16,181,83,11,363,163,31
644,7798,10026,15596,33420,182,77,14,185,69,18,360,169,28
645,7798,7241,18938,33977,184,77,14,187,79,13,366,157,34
646,7241,6684,19495,33420,187,79,13,183,81,12,367,155,35
647,7241,8355,17824,33420,186,79,13,187,75,15,364,161,32
648,6127,9469,16710,32306,185,83,11,186,71,17,362,165,30
649,6127,8355,18381,32863,184,83,11,187,75,15,365,159,33
650,6127,6127,19495,31749,184,83,11,185,83,11,367,155,35
651,8355,11697,14482,34534,188,75,15,191,63,21,358,173,26
652,6127,5570,17267,28964,185,83,11,183,85,10,363,163,31
653,6684,4456,20052,31192,185,81,12,179,89,8,368,153,36
654,6127,9469,19495,35091,184,83,11,191,71,17,367,155,35
655,5013,8912,22837,36762,182,87,9,188,73,16,373,143,41
656,5013,5013,16710,26736,183,87,9,175,87,9,362,165,30
657,7241,6684,17267,31192,183,79,13,181,81,12,363,163,31
658,8355,6684,18938,33977,188,75,15,184,81,12,366,157,34
659,8912,7798,16710,33420,189,73,16,187,77,14,362,165,30
660,7798,6684,16710,31192,186,77,14,186,81,12,362,165,30
661,6684,6684,16153,29521,185,81,12,186,81,12,361,167,29
662,12254,6127,17267,35648,194,61,22,185,83,11,363,163,31
663,3899,8355,20609,32863,180,91,7,188,75,15,369,151,37
664,5570,6127,17267,28964,182,85,10,183,83,11,363,163,31
665,8355,6127,19495,33977,189,75,15,182,83,11,367,155,35
666,6684,8912,17824,33420,184,81,12,186,73,16,364,161,32
667,5013,6684,18938,30635,179,87,9,186,81,12,366,157,34
668,7241,8912,14482,30635,187,79,13,189,73,16,358,173,26
669,7798,5570,18381,31749,188,77,14,183,85,10,365,159,33
670,5570,9469,21723,36762,183,85,10,191,71,17,371,147,39
671,7241,8912,20609,36762,186,79,13,184,73,16,369,151,37
672,6127,6684,16153,28964,183,83,11,183,81,12,361,167,29
673,6127,5570,16710,28407,177,83,11,182,85,10,362,165,30
674,6127,5013,15039,26179,176,83,11,183,87,9,359,171,27
675,6127,7241,19495,32863,183,83,11,184,79,13,367,155,35
676,6127,5013,18381,29521,181,83,11,183,87,9,365,159,33
677,7798,7241,22837,37876,188,77,14,187,79,13,373,143,41
678,6684,6127,16153,28964,182,81,12,184,83,11,361,167,29
679,4456,7241,19495,31192,182,89,8,185,79,13,367,155,35
680,7798,6684,21166,35648,187,77,14,186,81,12,370,149,38
681,2785,5013,19495,27293,173,95,5,182,87,9,367,155,35
682,6684,7798,15039,29521,185,81,12,186,77,14,359,171,27
683,7798,5570,18381,31749,188,77,14,179,85,10,365,159,33
684,6127,4456,24508,35091,181,83,11,178,89,8,376,137,44
685,7798,6127,17267,31192,185,77,14,185,83,11,363,163,31
686,4456,6684,17267,28407,177,89,8,183,81,12,363,163,31
687,9469,7241,15596,32306,191,71,17,186,79,13,360,169,28
688,8355,8355,13368,30078,185,75,15,187,75,15,356,177,24
689,6684,5570,16710,28964,186,81,12,183,85,10,362,165,30
690,7798,5570,18938,32306,188,77,14,181,85,10,366,157,34
691,6127,7798,18938,32863,185,83,11,187,77,14,366,157,34
692,8355,7241,20052,35648,187,75,15,186,79,13,368,153,36
693,3899,8912,19495,32306,179,91,7,190,73,16,367,155,35
694,3899,7798,17267,28964,177,91,7,184,77,14,363,163,31
695,10026,6684,18381,35091,187,69,18,185,81,12,365,159,33
696,9469,3899,17267,30635,191,71,17,181,91,7,363,163,31
697,6684,6127,20052,32863,185,81,12,185,83,11,368,153,36
698,11140,7241,21166,39547,192,65,20,187,79,13,370,149,38
699,11140,7241,13925,32306,194,65,20,186,79,13,357,175,25
700,5570,7798,15596,28964,180,85,10,188,77,14,360,169,28
701,10026,5013,13368,28407,190,69,18,182,87,9,356,177,24
702,4456,7241,13368,25065,182,89,8,185,79,13,356,177,24
703,8355,7241,20052,35648,188,75,15,182,79,13,368,153,36
704,6684,6684,17824,31192,186,81,12,185,81,12,364,161,32
705,10026,6127,18381,34534,190,69,18,185,83,11,365,159,33
706,6684,7798,18938,33420,181,81,12,186,77,14,366,157,34
707,7798,6684,13368,27850,187,77,14,179,81,12,356,177,24
708,6127,7798,15596,29521,185,83,11,187,77,14,360,169,28
709,5570,6684,20609,32863,182,85,10,183,81,12,369,151,37
710,5013,3899,20052,28964,183,87,9,174,91,7,368,153,36
711,10026,5013,15039,30078,192,69,18,181,87,9,359,171,27
712,9469,6127,15039,30635,190,71,17,181,83,11,359,171,27
713,10583,5570,17267,33420,190,67,19,180,85,10,363,163,31
714,6684,8912,16710,32306,186,81,12,190,73,16,362,165,30
715,9469,10026,16153,35648,189,71,17,192,69,18,361,167,29
716,7241,6684,16710,30635,184,79,13,186,81,12,362,165,30
717,5013,7798,17824,30635,182,87,9,183,77,14,364,161,32
718,8912,5570,17267,31749,187,73,16,184,85,10,363,163,31
719,8355,5013,16153,29521,189,75,15,183,87,9,361,167,29
720,6684,7241,17824,31749,180,81,12,178,79,13,364,161,32
721,7798,7798,20052,35648,187,77,14,186,77,14,368,153,36
722,8912,3899,18938,31749,185,73,16,180,91,7,366,157,34
723,10583,8912,13925,33420,192,67,19,179,73,16,357,175,25
724,8355,6684,18381,33420,188,75,15,186,81,12,365,159,33
725,8355,8355,17824,34534,189,75,15,189,75,15,364,161,32
726,6684,9469,19495,35648,183,81,12,189,71,17,367,155,35
727,5570,6127,13925,25622,184,85,10,175,83,11,357,175,25
728,6127,4456,16710,27293,185,83,11,179,89,8,362,165,30
729,9469,8355,16153,33977,190,71,17,186,75,15,361,167,29
730,7241,8912,13925,30078,186,79,13,188,73,16,357,175,25
731,5013,7241,23394,35648,179,87,9,187,79,13,374,141,42
732,7241,4456,21166,32863,183,79,13,174,89,8,370,149,38
733,6127,4456,16710,27293,183,83,11,182,89,8,362,165,30
734,7798,9469,18938,36205,188,77,14,190,71,17,366,157,34
735,10026,6127,16710,32863,185,69,18,185,83,11,362,165,30
736,7241,10583,19495,37319,186,79,13,192,67,19,367,155,35
737,7798,6127,14482,28407,188,77,14,183,83,11,358,173,26
738,5570,7241,16153,28964,184,85,10,185,79,13,361,167,29
739,8355,7798,20052,36205,186,75,15,188,77,14,368,153,36
740,5570,8912,16710,31192,184,85,10,189,73,16,362,165,30
741,5570,4456,19495,29521,182,85,10,182,89,8,367,155,35
742,7798,7241,20609,35648,188,77,14,185,79,13,369,151,37
743,10583,6684,17824,35091,191,67,19,185,81,12,364,161,32
744,6127,6127,16153,28407,185,83,11,185,83,11,361,167,29
745,7798,3342,20609,31749,183,77,14,172,93,6,369,151,37
746,6684,3899,21166,31749,185,81,12,180,91,7,370,149,38
747,8912,6684,14482,30078,188,73,16,185,81,12,358,173,26
748,5013,7241,22837,35091,182,87,9,187,79,13,373,143,41
749,8912,4456,18381,31749,189,73,16,182,89,8,365,159,33
750,10583,8912,16153,35648,192,67,19,180,73,16,361,167,29
751,10583,6127,15596,32306,187,67,19,185,83,11,360,169,28
752,5013,5013,18381,28407,181,87,9,181,87,9,365,159,33
753,6127,4456,21723,32306,184,83,11,182,89,8,371,147,39
754,9469,6127,15596,31192,190,71,17,181,83,11,360,169,28
755,7241,5570,14482,27293,186,79,13,178,85,10,358,173,26
756,8355,4456,18381,31192,189,75,15,180,89,8,365,159,33
757,8912,7241,18381,34534,185,73,16,187,79,13,365,159,33
758,7241,7241,17824,32306,185,79,13,187,79,13,364,161,32
759,9469,7241,14482,31192,176,71,17,186,79,13,358,173,26
760,6684,6684,17824,31192,185,81,12,186,81,12,364,161,32
761,8355,5013,17267,30635,185,75,15,183,87,9,363,163,31
762,5570,7798,20609,33977,184,85,10,184,77,14,369,151,37
763,8355,5570,19495,33420,189,75,15,184,85,10,367,155,35
764,8912,6127,17267,32306,188,73,16,184,83,11,363,163,31
765,6127,7241,16710,30078,185,83,11,185,79,13,362,165,30
766,6127,7798,17824,31749,180,83,11,188,77,14,364,161,32
767,8355,3899,21166,33420,189,75,15,180,91,7,370,149,38
768,5013,9469,16153,30635,182,87,9,190,71,17,361,167,29
769,4456,7241,21723,33420,182,89,8,186,79,13,371,147,39
770,6127,9469,18381,33977,180,83,11,180,71,17,365,159,33
771,8912,7241,17824,33977,189,73,16,187,79,13,364,161,32
772,7241,8355,19495,35091,186,79,13,180,75,15,367,155,35
773,9469,6127,13925,29521,182,71,17,185,83,11,357,175,25
774,8912,6127,18938,33977,190,73,16,185,83,11,366,157,34
775,7798,6684,21166,35648,188,77,14,186,81,12,370,149,38
776,9469,7798,19495,36762,191,71,17,185,77,14,367,155,35
777,3342,5013,20052,28407,179,93,6,182,87,9,368,153,36
778,9469,7798,20052,37319,185,71,17,188,77,14,368,153,36
779,8355,7798,18381,34534,189,75,15,187,77,14,365,159,33
780,5570,6127,17267,28964,181,85,10,182,83,11,363,163,31
781,7241,7798,21166,36205,187,79,13,188,77,14,370,149,38
782,6127,10583,17267,33977,185,83,11,191,67,19,363,163,31
783,8355,6684,16710,31749,185,75,15,184,81,12,362,165,30
784,8355,6127,15596,30078,188,75,15,178,83,11,360,169,28
785,3899,7241,18381,29521,181,91,7,184,79,13,365,159,33
786,5013,6684,22837,34534,183,87,9,175,81,12,373,143,41
787,7241,7241,17824,32306,186,79,13,187,79,13,364,161,32
788,6127,5570,18938,30635,185,83,11,184,85,10,366,157,34
789,8355,6684,17824,32863,183,75,15,185,81,12,364,161,32
790,9469,8912,20609,38990,191,71,17,190,73,16,369,151,37
791,5013,8355,20052,33420,183,87,9,184,75,15,368,153,36
792,5013,8355,13925,27293,177,87,9,189,75,15,357,175,25
793,10026,9469,20052,39547,191,69,18,189,71,17,368,153,36
794,6127,6127,18381,30635,185,83,11,181,83,11,365,159,33
795,7798,3342,20609,31749,174,77,14,178,93,6,369,151,37
796,5570,6684,14482,26736,179,85,10,185,81,12,358,173,26
797,7241,8912,20052,36205,185,79,13,187,73,16,368,153,36
798,5013,6684,19495,31192,182,87,9,186,81,12,367,155,35
799,7241,6684,17267,31192,177,79,13,186,81,12,363,163,31
800,10026,4456,16153,30635,192,69,18,176,89,8,361,167,29
801,5570,5013,16153,26736,183,85,10,173,87,9,361,167,29
802,8912,6684,18381,33977,183,73,16,186,81,12,365,159,33
803,6684,6127,17824,30635,174,81,12,184,83,11,364,161,32
804,7798,6684,15596,30078,187,77,14,183,81,12,360,169,28
805,8912,8355,18938,36205,188,73,16,186,75,15,366,157,34
806,12811,6127,16710,35648,193,59,23,185,83,11,362,165,30
807,7241,7241,18938,33420,184,79,13,187,79,13,366,157,34
808,6684,8912,15596,31192,185,81,12,187,73,16,360,169,28
809,5570,7241,17267,30078,183,85,10,175,79,13,363,163,31
810,7798,8355,16153,32306,185,77,14,187,75,15,361,167,29
811,6684,6684,17824,31192,186,81,12,183,81,12,364,161,32
812,7241,7241,18938,33420,187,79,13,185,79,13,366,157,34
813,6127,5570,16153,27850,183,83,11,182,85,10,361,167,29
814,6127,8355,16710,31192,185,83,11,189,75,15,362,165,30
815,4456,7798,20052,32306,182,89,8,185,77,14,368,153,36
816,11140,4456,15596,31192,194,65,20,180,89,8,360,169,28
817,8355,7241,17267,32863,185,75,15,187,79,13,363,163,31
818,7798,8912,13925,30635,188,77,14,190,73,16,357,175,25
819,5570,10026,19495,35091,181,85,10,192,69,18,367,155,35
820,7798,10026,21723,39547,187,77,14,188,69,18,371,147,39
821,8355,4456,14482,27293,189,75,15,179,89,8,358,173,26
822,4456,5570,20609,30635,182,89,8,181,85,10,369,151,37
823,7798,7241,18381,33420,185,77,14,187,79,13,365,159,33
824,7241,8355,20052,35648,186,79,13,168,75,15,368,153,36
825,7798,7798,17824,33420,188,77,14,187,77,14,364,161,32
826,8912,3899,17824,30635,183,73,16,180,91,7,364,161,32
827,5570,5570,18381,29521,182,85,10,180,85,10,365,159,33
828,3899,5013,19495,28407,180,91,7,181,87,9,367,155,35
829,7241,8355,16710,32306,186,79,13,186,75,15,362,165,30
830,8912,7241,17824,33977,186,73,16,187,79,13,364,161,32
831,6127,5570,18938,30635,179,83,11,184,85,10,366,157,34
832,6127,6127,16153,28407,180,83,11,178,83,11,361,167,29
833,8355,10026,19495,37876,183,75,15,191,69,18,367,155,35
834,6127,2785,18938,27850,185,83,11,178,95,5,366,157,34
835,9469,8355,18381,36205,190,71,17,186,75,15,365,159,33
836,7798,5570,21166,34534,188,77,14,177,85,10,370,149,38
837,7241,7798,16710,31749,186,79,13,188,77,14,362,165,30
838,3342,6684,16710,26736,172,93,6,186,81,12,362,165,30
839,8912,3899,15039,27850,190,73,16,180,91,7,359,171,27
840,5013,8912,19495,33420,181,87,9,189,73,16,367,155,35
841,5013,8912,21723,35648,181,87,9,189,73,16,371,147,39
842,11140,5570,17824,34534,193,65,20,183,85,10,364,161,32
843,6127,4456,18938,29521,184,83,11,182,89,8,366,157,34
844,9469,7798,18938,36205,190,71,17,183,77,14,366,157,34
845,5570,7798,13925,27293,180,85,10,187,77,14,357,175,25
846,7798,7798,17824,33420,187,77,14,188,77,14,364,161,32
847,10583,8912,19495,38990,192,67,19,189,73,16,367,155,35
848,7241,6127,15039,28407,186,79,13,184,83,11,359,171,27
849,5013,6127,15596,26736,183,87,9,185,83,11,360,169,28
850,6684,5570,17824,30078,180,81,12,177,85,10,364,161,32
851,5570,6684,18938,31192,181,85,10,182,81,12,366,157,34
852,10026,5570,17267,32863,192,69,18,183,85,10,363,163,31
853,6684,7241,17267,31192,185,81,12,184,79,13,363,163,31
854,7798,4456,15596,27850,188,77,14,180,89,8,360,169,28
855,7798,5013,17824,30635,179,77,14,183,87,9,364,161,32
856,6127,9469,18938,34534,183,83,11,191,71,17,366,157,34
857,8355,7798,16710,32863,187,75,15,187,77,14,362,165,30
858,3899,3899,18938,26736,180,91,7,180,91,7,366,157,34
859,7798,5013,17267,30078,188,77,14,182,87,9,363,163,31
860,4456,5013,17267,26736,182,89,8,183,87,9,363,163,31
861,8912,8912,16153,33977,187,73,16,188,73,16,361,167,29
862,7241,6684,18381,32306,187,79,13,186,81,12,365,159,33
863,8355,6684,15039,30078,183,75,15,185,81,12,359,171,27
864,6127,6684,17267,30078,182,83,11,185,81,12,363,163,31
865,8912,8912,16710,34534,185,73,16,185,73,16,362,165,30
866,6684,6684,20052,33420,183,81,12,182,81,12,368,153,36
