Number,H0 Cycles,H1 Cycles,H Cycles,Cycles,H0S0,H0S1,H0S2,H0S3,H1S0,H1S1,H1S2,H1S3,HS0,HS1,HS2,HS3
0,7044,7631,22306,36981,197,81,12,0,201,82,10,1,396,161,26,4
1,9979,7044,24067,41090,205,71,17,0,198,81,12,0,401,149,35,2
2,12327,8805,19371,40503,208,69,15,2,202,81,9,2,392,168,24,3
3,9979,9979,24654,44612,205,74,14,1,198,74,14,1,401,150,33,3
4,9979,12327,17610,39916,204,74,14,1,208,69,15,2,391,168,27,1
5,11740,11153,16436,39329,206,71,14,2,205,70,16,1,388,175,22,2
6,7631,8805,19958,36394,202,79,13,0,193,78,12,1,393,166,25,3
7,7631,13501,17610,38742,199,79,13,0,209,65,17,2,391,168,27,1
8,10566,8805,20545,39916,203,72,15,1,202,75,15,0,395,161,29,2
9,11153,7631,21719,40503,201,73,13,2,199,79,13,0,396,160,28,3
10,11153,14088,28176,53417,208,67,19,0,206,66,15,3,405,144,33,5
11,10566,11153,24067,45786,205,72,15,1,194,73,13,2,400,152,32,3
12,5870,9979,19958,35807,199,85,10,0,205,71,17,0,394,163,28,2
13,5870,9979,22306,38155,197,88,7,1,204,71,17,0,399,152,35,1
14,8218,8805,17610,34633,201,83,8,2,202,78,12,1,390,171,24,2
15,12914,10566,26415,49895,203,64,19,1,202,72,15,1,406,138,42,1
16,3522,14088,19958,37568,193,93,6,0,208,66,15,3,394,163,28,2
17,9392,4696,19371,33459,204,76,13,1,195,89,8,0,393,165,27,2
18,11153,7631,15849,34633,194,73,13,2,199,79,13,0,388,174,24,1
19,7631,12327,26415,46373,200,79,13,0,201,78,6,5,403,147,33,4
20,6457,10566,19371,36394,199,83,11,0,202,72,15,1,392,168,24,3
21,10566,8805,22893,42264,205,75,12,2,200,78,12,1,395,165,21,6
22,7044,5870,21132,34046,200,84,9,1,195,85,10,0,394,165,24,4
23,11740,13501,19958,45199,207,71,14,2,209,68,14,3,395,160,31,1
24,10566,8218,27002,45786,206,72,15,1,201,83,8,2,401,154,25,7
25,14088,6457,17023,37568,208,66,15,3,199,83,11,0,390,170,26,1
26,9979,8805,26415,45199,205,74,14,1,197,81,9,2,403,147,33,4
27,10566,14088,21132,45786,205,72,15,1,208,69,12,4,394,165,24,4
28,13501,7631,25828,46960,208,62,20,1,202,79,13,0,402,149,32,4
29,8218,9979,18784,36981,200,77,14,0,206,71,17,0,393,164,29,1
30,9979,10566,22306,42851,204,71,17,0,205,75,12,2,397,158,29,3
31,8805,11740,18784,39329,202,81,9,2,202,71,14,2,394,161,32,0
32,9979,9392,21719,41090,204,71,17,0,204,73,16,0,395,163,25,4
33,10566,9979,25828,46373,205,72,15,1,204,77,11,2,403,146,35,3
34,11153,5283,24654,41090,206,70,16,1,188,87,9,0,401,150,33,3
35,11153,5283,21132,37568,208,67,19,0,197,87,9,0,397,156,33,1
36,9392,7044,26415,42851,204,73,16,0,199,84,9,1,401,153,27,6
37,9392,4696,21719,35807,205,73,16,0,195,89,8,0,393,169,19,6
38,9979,7631,24067,41677,203,71,17,0,201,79,13,0,400,152,32,3
39,6457,7044,20545,34046,199,86,8,1,201,81,12,0,394,164,26,3
40,7044,10566,14088,31698,201,81,12,0,205,72,15,1,386,177,24,0
41,6457,11153,20545,38155,200,83,11,0,204,73,13,2,395,161,29,2
42,9979,10566,22306,42851,201,77,11,2,202,72,15,1,396,161,26,4
43,14088,16436,24067,54591,198,66,15,3,214,58,19,3,397,161,23,6
44,8218,8218,27589,44025,202,80,11,1,194,80,11,1,402,152,26,7
45,5283,4109,25241,34633,197,90,6,1,195,91,7,0,400,154,28,5
46,10566,9392,19371,39329,204,75,12,2,201,73,16,0,394,162,30,1
47,8218,10566,20545,39329,199,77,14,0,203,75,12,2,397,155,35,0
48,7044,8218,19371,34633,199,81,12,0,197,80,11,1,391,171,21,4
49,6457,9979,24654,41090,198,83,11,0,198,77,11,2,401,150,33,3
50,4696,12914,24067,41677,192,89,8,0,209,67,16,2,398,158,26,5
51,11153,7631,22893,41677,207,70,16,1,200,82,10,1,398,156,30,3
52,9979,8218,17023,35220,204,74,14,1,201,80,11,1,389,173,23,2
53,11153,8218,21719,41090,201,73,13,2,203,77,14,0,396,160,28,3
54,11740,12327,19958,44025,207,71,14,2,205,75,9,4,394,163,28,2
55,9392,9392,20545,39329,204,76,13,1,204,76,13,1,394,164,26,3
56,8218,8218,24654,41090,202,80,11,1,198,77,14,0,399,156,27,5
57,6457,8218,20545,35220,196,86,8,1,198,77,14,0,393,167,23,4
58,8805,9979,18197,36981,202,75,15,0,201,74,14,1,393,163,31,0
59,9392,5870,24654,39916,204,76,13,1,198,85,10,0,402,147,36,2
60,15849,9392,22306,47547,212,63,15,4,203,76,13,1,398,155,32,2
61,11740,5870,21132,38742,208,68,17,1,198,85,10,0,395,162,27,3
62,4696,5870,24654,35220,195,89,8,0,196,85,10,0,396,165,18,8
63,10566,13501,20545,44612,202,78,9,3,204,65,17,2,393,167,23,4
64,4696,6457,23480,34633,196,89,8,0,192,83,11,0,400,151,34,2
65,9392,9979,19371,38742,201,73,16,0,203,71,17,0,392,168,24,3
66,12327,8805,17023,38155,206,69,15,2,201,81,9,2,388,176,20,3
67,8218,10566,19958,38742,202,80,11,1,205,75,12,2,394,163,28,2
68,8218,15262,23480,46960,201,83,8,2,212,62,17,3,400,151,34,2
69,8218,10566,22893,41677,199,77,14,0,203,81,6,4,399,153,33,2
70,10566,7044,22893,40503,205,69,18,0,199,87,6,2,397,159,27,4
71,12914,9979,25241,48134,205,67,16,2,205,74,14,1,400,154,28,5
72,7044,8218,22893,38155,200,81,12,0,200,80,11,1,399,153,33,2
73,6457,12327,21719,40503,198,86,8,1,203,72,12,3,399,151,37,0
74,9979,5283,21719,36981,203,77,11,2,195,87,9,0,395,163,25,4
75,8218,10566,22306,41090,196,80,11,1,202,75,12,2,398,155,32,2
76,13501,10566,19958,44025,211,62,20,1,200,69,18,0,396,157,34,0
77,7044,14088,19958,41090,201,81,12,0,206,69,12,4,394,163,28,2
78,7631,11740,18784,38155,202,79,13,0,205,71,14,2,392,167,26,2
79,7631,7631,20545,35807,194,79,13,0,190,82,10,1,395,161,29,2
80,9979,11153,20545,41677,206,71,17,0,207,70,16,1,395,161,29,2
81,7044,11153,15262,33459,196,81,12,0,206,73,13,2,386,179,20,2
82,15262,12327,20545,48134,208,65,14,4,205,69,15,2,393,167,23,4
83,5870,4696,19958,30524,195,85,10,0,197,89,8,0,394,163,28,2
84,7044,12914,17610,37568,199,84,9,1,209,67,16,2,392,165,30,0
85,12327,12327,22893,47547,207,69,15,2,208,69,15,2,395,165,21,6
86,6457,7631,19371,33459,200,83,11,0,193,85,7,2,395,159,33,0
87,9979,5283,19371,34633,204,77,11,2,198,87,9,0,393,165,27,2
88,5870,15849,19371,41090,199,85,10,0,205,69,9,6,392,168,24,3
89,4696,9979,22306,36981,196,89,8,0,203,74,14,1,397,158,29,3
90,5870,11740,18197,35807,199,85,10,0,203,74,11,3,391,169,25,2
91,5870,11740,19958,37568,192,85,10,0,206,74,11,3,395,160,31,1
92,5870,7631,23480,36981,199,85,10,0,199,79,13,0,399,154,31,3
93,11153,9979,22893,44025,202,73,13,2,202,74,14,1,397,159,27,4
94,7631,11153,24654,43438,200,85,7,2,206,73,13,2,402,147,36,2
95,11153,5870,23480,40503,205,73,13,2,170,85,10,0,400,151,34,2
96,14675,9392,21132,45199,209,67,13,4,204,76,13,1,395,162,27,3
97,7044,11740,22306,41090,200,84,9,1,208,68,17,1,398,155,32,2
98,5283,6457,22306,34046,195,87,9,0,199,83,11,0,397,158,29,3
99,7631,11740,21719,41090,200,82,10,1,207,71,14,2,396,160,28,3
100,7631,9392,17610,34633,196,79,13,0,201,79,10,2,389,174,21,3
101,7631,7631,20545,35807,197,82,10,1,201,79,13,0,395,161,29,2
102,12327,11153,19371,42851,207,72,12,3,206,73,13,2,393,165,27,2
103,8805,7044,16436,32285,201,78,12,1,197,81,12,0,390,169,28,0
104,8805,9392,24654,42851,198,78,12,1,202,73,16,0,400,153,30,4
105,9979,5870,22893,38742,199,74,14,1,197,85,10,0,399,153,33,2
106,10566,9392,21719,41677,203,75,12,2,204,73,16,0,397,157,31,2
107,8218,9392,17023,34633,202,77,14,0,203,73,16,0,389,173,23,2
108,8218,4696,24654,37568,202,80,11,1,193,89,8,0,399,156,27,5
109,10566,11153,24654,46373,202,75,12,2,204,73,13,2,403,144,39,1
110,6457,7044,21719,35220,198,86,8,1,198,81,12,0,396,160,28,3
111,8218,8218,16436,32872,200,80,11,1,201,80,11,1,388,175,22,2
112,11153,9979,19958,41090,205,70,16,1,204,77,11,2,393,166,25,3
113,7044,7631,19958,34633,200,84,9,1,201,79,13,0,392,169,22,4
114,9392,6457,28176,44025,203,79,10,2,198,83,11,0,404,147,30,6
115,9392,6457,19958,35807,199,73,16,0,195,83,11,0,394,163,28,2
116,17610,13501,12914,44025,214,60,15,5,207,65,17,2,384,181,22,0
117,7631,11740,21132,40503,201,82,10,1,206,74,11,3,397,156,33,1
118,8805,4696,24654,38155,203,75,15,0,193,89,8,0,402,147,36,2
119,11740,4696,24654,41090,200,71,14,2,194,92,5,1,399,156,27,5
120,9392,10566,19958,39916,202,76,13,1,206,69,18,0,395,160,31,1
121,5870,9979,22306,38155,191,85,10,0,193,74,14,1,399,152,35,1
122,8805,9979,22893,41677,201,84,6,3,201,74,14,1,400,150,36,1
123,9392,7044,16436,32872,203,76,13,1,191,84,9,1,390,169,28,0
124,8218,6457,18197,32872,203,77,14,0,200,83,11,0,390,172,22,3
125,2935,9979,19371,32285,194,95,5,0,197,74,14,1,393,165,27,2
126,12914,11153,19958,44025,203,70,13,3,203,70,16,1,392,169,22,4
127,14675,8218,18197,41090,208,67,13,4,199,77,14,0,392,166,28,1
128,1761,6457,18197,26415,192,99,3,0,198,83,11,0,391,169,25,2
129,7044,10566,16436,34046,199,84,9,1,203,75,12,2,389,172,25,1
130,12327,8805,22893,44025,208,69,15,2,202,78,12,1,398,156,30,3
131,8218,9979,24067,42264,200,80,11,1,202,77,11,2,400,152,32,3
132,5283,9979,25828,41090,198,87,9,0,203,80,8,3,403,146,35,3
133,12914,7631,21132,41677,205,64,19,1,202,79,13,0,393,168,21,5
134,5870,6457,19371,31698,198,85,10,0,194,86,8,1,393,165,27,2
135,11740,11740,13501,36981,207,68,17,1,202,74,11,3,385,179,23,0
136,5870,5870,24654,36394,195,85,10,0,198,88,7,1,403,144,39,1
137,11153,7044,15849,34046,196,67,19,0,199,81,12,0,388,174,24,1
138,15262,11153,22893,49308,209,65,14,4,206,70,16,1,397,159,27,4
139,9979,8218,22306,40503,204,71,17,0,199,77,14,0,396,161,26,4
140,9979,9392,20545,39916,201,74,14,1,204,73,16,0,394,164,26,3
141,11153,8805,19371,39329,202,76,10,3,201,78,12,1,394,162,30,1
142,9979,14675,18197,42851,202,77,11,2,212,58,22,1,391,169,25,2
143,9979,7631,18197,35807,206,71,17,0,200,82,10,1,391,169,25,2
144,7631,8805,19958,36394,193,82,10,1,197,78,12,1,394,163,28,2
145,11153,9979,22306,43438,205,70,16,1,199,77,11,2,398,155,32,2
146,8218,9392,17610,35220,202,77,14,0,202,76,13,1,390,171,24,2
147,6457,7631,24654,38742,200,83,11,0,202,79,13,0,400,153,30,4
148,10566,11153,17023,38742,192,72,15,1,207,70,16,1,389,173,23,2
149,11740,7044,16436,35220,196,74,11,3,199,81,12,0,388,175,22,2
150,10566,5870,21719,38155,206,69,18,0,191,85,10,0,397,157,31,2
151,7631,10566,17023,35220,202,79,13,0,205,72,15,1,390,170,26,1
152,6457,11740,25828,44025,198,86,8,1,205,74,11,3,400,155,26,6
153,14088,7044,17023,38155,210,66,15,3,199,84,9,1,389,173,23,2
154,7631,17610,24067,49308,201,82,10,1,214,60,15,5,399,155,29,4
155,7631,7631,20545,35807,200,82,10,1,201,82,10,1,395,161,29,2
156,9979,9392,26415,45786,204,74,14,1,199,73,16,0,404,144,36,3
157,10566,5870,20545,36981,202,72,15,1,199,85,10,0,395,161,29,2
158,6457,9392,22893,38742,192,86,8,1,200,76,13,1,397,159,27,4
159,12914,9392,19958,42264,205,70,13,3,200,79,10,2,394,163,28,2
160,13501,11740,21132,46373,209,68,14,3,201,71,14,2,396,159,30,2
161,14088,6457,18197,38742,207,69,12,4,199,83,11,0,391,169,25,2
162,8218,15849,19371,43438,201,80,11,1,209,66,12,5,391,171,21,4
163,8218,5283,20545,34046,203,77,14,0,198,87,9,0,395,161,29,2
164,11740,9979,23480,45199,203,74,11,3,204,74,14,1,398,157,28,4
165,11153,8218,21719,41090,205,73,13,2,201,80,11,1,397,157,31,2
166,8218,11153,18784,38155,201,80,11,1,202,73,13,2,393,164,29,1
167,9979,7044,24654,41677,201,77,11,2,201,81,12,0,401,150,33,3
168,9392,7044,21132,37568,203,79,10,2,196,84,9,1,396,159,30,2
169,7044,12327,24067,43438,196,84,9,1,208,69,15,2,400,152,32,3
170,12914,12327,21719,46960,201,70,13,3,203,69,15,2,396,160,28,3
171,7631,12327,18784,38742,201,79,13,0,208,69,15,2,391,170,23,3
172,10566,9392,21132,41090,205,75,12,2,204,76,13,1,394,165,24,4
173,7044,9979,24067,41090,186,81,12,0,201,77,11,2,399,155,29,4
174,8218,8805,21719,38742,203,77,14,0,201,81,9,2,396,160,28,3
175,10566,9392,17023,36981,200,81,6,4,194,76,13,1,391,167,29,0
176,9392,11153,24067,44612,200,79,10,2,203,73,13,2,400,152,32,3
177,6457,9392,23480,39329,200,83,11,0,203,79,10,2,400,151,34,2
178,11153,8218,22306,41677,204,76,10,3,202,80,11,1,397,158,29,3
179,7044,8218,29937,45199,201,81,12,0,202,80,11,1,405,147,27,8
180,8805,9392,21132,39329,201,81,9,2,205,73,16,0,394,165,24,4
181,7631,9392,15262,32285,201,82,10,1,203,76,13,1,388,173,26,0
182,11740,8805,19958,40503,190,71,14,2,200,78,12,1,392,169,22,4
183,14675,7631,21719,44025,206,61,19,2,202,79,13,0,397,157,31,2
184,13501,9979,19371,42851,203,68,14,3,204,74,14,1,392,168,24,3
185,5283,7631,22306,35220,196,87,9,0,198,82,10,1,397,158,29,3
186,8805,8805,27589,45199,201,75,15,0,202,75,15,0,402,152,26,7
187,8218,11153,26415,45786,202,80,11,1,207,70,16,1,402,150,30,5
188,7631,15262,18784,41677,202,79,13,0,214,56,23,1,392,167,26,2
189,8805,11153,22306,42264,201,81,9,2,206,73,13,2,397,158,29,3
190,8805,5283,21132,35220,201,81,9,2,196,87,9,0,395,162,27,3
191,9392,6457,20545,36394,199,73,16,0,198,83,11,0,397,155,35,0
192,8805,6457,17610,32872,203,78,12,1,200,83,11,0,390,171,24,2
193,9392,14675,16436,40503,203,76,13,1,205,70,10,5,389,172,25,1
194,12914,7044,20545,40503,197,70,13,3,199,81,12,0,395,161,29,2
195,5870,5870,22306,34046,199,85,10,0,196,88,7,1,396,161,26,4
196,12914,10566,16436,39916,207,70,13,3,203,69,18,0,388,175,22,2
197,9979,11740,33459,55178,202,80,8,3,209,65,20,0,411,135,33,8
198,8218,12327,16436,36981,203,77,14,0,208,69,15,2,388,175,22,2
199,9392,9392,18784,37568,204,76,13,1,200,76,13,1,392,167,26,2
200,9392,14088,16436,39916,205,73,16,0,208,63,18,2,390,169,28,0
201,6457,10566,24654,41677,197,83,11,0,203,75,12,2,399,156,27,5
202,10566,5870,21132,37568,204,75,12,2,199,85,10,0,397,156,33,1
203,13501,8218,25241,46960,209,62,20,1,200,80,11,1,400,154,28,5
204,10566,9979,20545,41090,206,72,15,1,202,74,14,1,395,161,29,2
205,9979,9392,21719,41090,199,77,11,2,203,76,13,1,396,160,28,3
206,9392,7044,19958,36394,203,76,13,1,198,81,12,0,395,160,31,1
207,7631,5870,22893,36394,200,82,10,1,198,85,10,0,399,153,33,2
208,9392,8805,19958,38155,203,79,10,2,204,75,15,0,396,157,34,0
209,11153,10566,18784,40503,206,67,19,0,202,78,9,3,392,167,26,2
210,11153,10566,22306,44025,205,70,16,1,205,69,18,0,397,158,29,3
211,12327,8805,24067,45199,205,69,15,2,204,75,15,0,401,149,35,2
212,16436,7044,24654,48134,214,58,19,3,198,84,9,1,400,153,30,4
213,9979,9392,25828,45199,198,74,14,1,203,76,13,1,400,155,26,6
214,5870,7044,21132,34046,190,85,10,0,199,84,9,1,394,165,24,4
215,7631,8805,17023,33459,200,82,10,1,199,78,12,1,391,167,29,0
216,4109,7631,16436,28176,193,91,7,0,199,79,13,0,390,169,28,0
217,9392,8805,22893,41090,201,76,13,1,202,81,9,2,398,156,30,3
218,8218,7044,20545,35807,203,77,14,0,199,81,12,0,395,161,29,2
219,9979,15262,22306,47547,202,74,14,1,210,65,14,4,398,155,32,2
220,5283,18197,13501,36981,196,87,9,0,212,61,13,6,385,179,23,0
221,11153,7631,19371,38155,203,70,16,1,195,79,13,0,394,162,30,1
222,5870,14675,28176,48721,197,85,10,0,203,64,16,3,405,144,33,5
223,7044,9392,23480,39916,201,81,12,0,202,79,10,2,398,157,28,4
224,7631,8805,24067,40503,200,85,7,2,193,81,9,2,399,155,29,4
225,9392,7631,24654,41677,205,73,16,0,200,79,13,0,399,156,27,5
226,7044,10566,23480,41090,200,81,12,0,204,72,15,1,400,151,34,2
